station,valid,tmpf,tmpc,relh,sknt,p01m
SBVT,2010-11-23 13:00,75.20,24.00,88.59,13.00,null
SBVT,2010-11-23 14:00,75.20,24.00,88.59,8.00,null
SBVT,2010-11-23 15:00,77.00,25.00,88.67,10.00,null
SBVT,2010-11-23 16:00,78.80,26.00,78.62,18.00,null
SBVT,2010-11-23 17:00,77.00,25.00,88.67,10.00,null
SBVT,2010-11-23 18:00,78.08,25.60,84.01,18.00,null
SBVT,2010-11-23 19:00,77.00,25.00,83.44,16.00,null
SBVT,2010-11-23 20:00,77.00,25.00,83.44,16.00,null
SBVT,2010-11-23 21:00,77.00,25.00,83.44,12.00,null
SBVT,2010-11-23 22:00,77.00,25.00,83.44,12.00,null
SBVT,2010-11-23 23:00,77.00,25.00,83.44,10.00,null
SBVT,2010-11-24 00:00,76.28,24.60,85.98,8.00,null
SBVT,2010-11-24 01:00,75.20,24.00,88.59,6.00,null
SBVT,2010-11-24 02:00,75.20,24.00,88.59,4.00,null
SBVT,2010-11-24 03:00,75.20,24.00,94.14,6.00,null
SBVT,2010-11-24 04:00,77.00,25.00,88.67,6.00,null
SBVT,2010-11-24 05:00,75.20,24.00,94.14,6.00,null
SBVT,2010-11-24 06:00,74.48,23.60,91.86,12.00,null
SBVT,2010-11-24 07:00,75.20,24.00,88.59,10.00,null
SBVT,2010-11-24 08:00,75.20,24.00,88.59,10.00,null
SBVT,2010-11-24 09:00,75.20,24.00,88.59,10.00,null
SBVT,2010-11-24 10:00,77.00,25.00,83.44,10.00,null
SBVT,2010-11-24 11:00,77.00,25.00,88.67,8.00,null
SBVT,2010-11-24 12:00,79.52,26.40,79.64,10.00,null
SBVT,2010-11-24 13:00,80.60,27.00,78.76,10.00,null
SBVT,2010-11-24 14:00,84.20,29.00,70.08,12.00,null
SBVT,2010-11-24 15:00,82.40,28.00,74.28,10.00,null
SBVT,2010-11-24 16:00,82.40,28.00,74.28,12.00,null
SBVT,2010-11-24 17:00,82.40,28.00,74.28,12.00,null
SBVT,2010-11-24 18:00,78.08,25.60,90.33,14.00,null
SBVT,2010-11-24 19:00,77.00,25.00,94.19,12.00,null
SBVT,2010-11-24 20:00,75.20,24.00,100.00,22.00,null
SBVT,2010-11-24 20:39,75.20,24.00,94.14,12.00,null
SBVT,2010-11-24 21:00,75.20,24.00,94.14,12.00,null
SBVT,2010-11-24 22:00,75.20,24.00,94.14,4.00,null
SBVT,2010-11-24 22:26,75.20,24.00,94.14,5.00,null
SBVT,2010-11-24 23:00,75.20,24.00,94.14,8.00,null
SBVT,2010-11-25 00:00,75.20,24.00,94.14,8.00,null
SBVT,2010-11-25 01:00,75.20,24.00,94.14,5.00,null
SBVT,2010-11-25 02:00,75.20,24.00,94.14,8.00,null
SBVT,2010-11-25 03:00,75.20,24.00,88.59,10.00,null
SBVT,2010-11-25 04:00,75.20,24.00,83.32,12.00,null
SBVT,2010-11-25 05:00,75.20,24.00,83.32,11.00,null
SBVT,2010-11-25 06:00,75.74,24.30,75.05,6.00,null
SBVT,2010-11-25 07:00,77.00,25.00,69.33,9.00,null
SBVT,2010-11-25 08:00,77.00,25.00,73.78,9.00,null
SBVT,2010-11-25 09:00,77.00,25.00,73.78,9.00,null
SBVT,2010-11-25 10:00,77.00,25.00,78.48,12.00,null
SBVT,2010-11-25 11:00,78.80,26.00,73.95,12.00,null
SBVT,2010-11-25 12:00,78.44,25.80,71.67,12.00,null
SBVT,2010-11-25 13:00,80.60,27.00,65.54,8.00,null
SBVT,2010-11-25 14:00,84.20,29.00,58.32,10.00,null
SBVT,2010-11-25 15:00,84.20,29.00,62.03,14.00,null
SBVT,2010-11-25 16:00,87.80,31.00,55.29,18.00,null
SBVT,2010-11-25 17:00,86.00,30.00,66.15,14.00,null
SBVT,2010-11-25 18:00,84.92,29.40,66.03,12.00,null
SBVT,2010-11-25 19:00,82.40,28.00,78.90,14.00,null
SBVT,2010-11-25 20:00,80.60,27.00,83.66,11.00,null
SBVT,2010-11-25 21:00,77.00,25.00,94.19,4.00,null
SBVT,2010-11-25 22:00,77.00,25.00,94.19,11.00,null
SBVT,2010-11-25 23:00,77.00,25.00,94.19,11.00,null
SBVT,2010-11-26 00:00,76.46,24.70,95.89,12.00,null
SBVT,2010-11-26 01:00,77.00,25.00,94.19,18.00,null
SBVT,2010-11-26 02:00,77.00,25.00,94.19,17.00,null
SBVT,2010-11-26 03:00,77.00,25.00,94.19,12.00,null
SBVT,2010-11-26 04:00,77.00,25.00,94.19,10.00,null
SBVT,2010-11-26 05:00,75.20,24.00,100.00,8.00,null
SBVT,2010-11-26 06:00,75.56,24.20,95.30,8.00,null
SBVT,2010-11-26 07:00,75.20,24.00,94.14,10.00,null
SBVT,2010-11-26 08:00,75.20,24.00,94.14,12.00,null
SBVT,2010-11-26 09:00,75.20,24.00,94.14,12.00,null
SBVT,2010-11-26 10:00,77.00,25.00,88.67,10.00,null
SBVT,2010-11-26 11:00,80.60,27.00,83.66,6.00,null
SBVT,2010-11-26 12:00,81.50,27.50,80.75,8.00,null
SBVT,2010-11-26 13:00,84.20,29.00,79.04,10.00,null
SBVT,2010-11-26 14:00,82.40,28.00,78.90,10.00,null
SBVT,2010-11-26 15:00,82.40,28.00,78.90,10.00,null
SBVT,2010-11-26 16:00,82.40,28.00,78.90,14.00,null
SBVT,2010-11-26 17:00,82.40,28.00,78.90,14.00,null
SBVT,2010-11-26 18:00,83.30,28.50,73.91,14.00,null
SBVT,2010-11-26 19:00,84.20,29.00,70.08,10.00,null
SBVT,2010-11-26 20:00,80.60,27.00,78.76,8.00,null
SBVT,2010-11-26 21:00,78.80,26.00,88.75,10.00,null
SBVT,2010-11-26 22:00,78.80,26.00,88.75,2.00,null
SBVT,2010-11-26 23:00,78.80,26.00,88.75,4.00,null
SBVT,2010-11-27 00:00,78.08,25.60,93.09,10.00,null
SBVT,2010-11-27 01:00,78.80,26.00,88.75,2.00,null
SBVT,2010-11-27 02:00,77.00,25.00,94.19,7.00,null
SBVT,2010-11-27 03:00,75.20,24.00,94.14,5.00,null
SBVT,2010-11-27 04:00,73.40,23.00,100.00,4.00,null
SBVT,2010-11-27 05:00,73.40,23.00,100.00,3.00,null
SBVT,2010-11-27 06:00,75.20,24.00,94.14,3.00,null
SBVT,2010-11-27 07:00,75.20,24.00,94.14,6.00,null
SBVT,2010-11-27 08:00,75.20,24.00,88.59,4.00,null
SBVT,2010-11-27 09:00,75.20,24.00,88.59,10.00,null
SBVT,2010-11-27 10:00,77.00,25.00,83.44,14.00,null
SBVT,2010-11-27 11:00,78.80,26.00,78.62,10.00,null
SBVT,2010-11-27 12:00,79.52,26.40,74.93,10.00,null
SBVT,2010-11-27 13:00,80.60,27.00,74.11,12.00,null
SBVT,2010-11-27 14:00,80.60,27.00,74.11,12.00,null
SBVT,2010-11-27 15:00,80.60,27.00,74.11,18.00,null
SBVT,2010-11-27 16:00,80.60,27.00,78.76,12.00,null
SBVT,2010-11-27 17:00,78.80,26.00,78.62,16.00,null
SBVT,2010-11-27 18:00,78.62,25.90,75.31,8.00,null
SBVT,2010-11-27 19:00,77.00,25.00,83.44,10.00,null
SBVT,2010-11-27 20:00,77.00,25.00,83.44,6.00,null
SBVT,2010-11-27 21:00,77.00,25.00,78.48,4.00,null
SBVT,2010-11-27 22:00,75.20,24.00,83.32,5.00,null
SBVT,2010-11-27 23:00,77.00,25.00,78.48,4.00,null
SBVT,2010-11-28 00:00,75.38,24.10,84.88,8.00,null
SBVT,2010-11-28 01:00,75.20,24.00,83.32,5.00,null
SBVT,2010-11-28 02:00,75.20,24.00,83.32,0.00,null
SBVT,2010-11-28 03:00,75.20,24.00,83.32,4.00,null
SBVT,2010-11-28 04:00,73.40,23.00,88.51,2.00,null
SBVT,2010-11-28 05:00,71.60,22.00,94.06,2.00,null
SBVT,2010-11-28 06:00,70.52,21.40,94.61,0.00,null
SBVT,2010-11-28 07:00,71.60,22.00,94.06,0.00,null
SBVT,2010-11-28 08:00,69.80,21.00,94.01,0.00,null
SBVT,2010-11-28 09:00,73.40,23.00,88.51,0.00,null
SBVT,2010-11-28 10:00,77.00,25.00,78.48,0.00,null
SBVT,2010-11-28 11:00,80.60,27.00,69.71,0.00,null
SBVT,2010-11-28 12:00,81.68,27.60,68.13,5.00,null
SBVT,2010-11-28 13:00,80.60,27.00,69.71,8.00,null
SBVT,2010-11-28 14:00,82.40,28.00,65.74,8.00,null
SBVT,2010-11-28 15:00,82.40,28.00,69.90,12.00,null
SBVT,2010-11-28 16:00,82.40,28.00,69.90,14.00,null
SBVT,2010-11-28 17:00,82.40,28.00,74.28,10.00,null
SBVT,2010-11-28 18:00,81.50,27.50,74.20,8.00,null
SBVT,2010-11-28 19:00,80.60,27.00,74.11,8.00,null
SBVT,2010-11-28 20:00,78.80,26.00,83.55,8.00,null
SBVT,2010-11-28 21:00,78.80,26.00,83.55,6.00,null
SBVT,2010-11-28 22:00,78.80,26.00,88.75,8.00,null
SBVT,2010-11-28 23:00,78.80,26.00,83.55,3.00,null
SBVT,2010-11-29 00:00,77.90,25.50,89.25,4.00,null
SBVT,2010-11-29 01:00,77.00,25.00,88.67,6.00,null
SBVT,2010-11-29 02:00,77.00,25.00,88.67,3.00,null
SBVT,2010-11-29 03:00,75.20,24.00,88.59,0.00,null
SBVT,2010-11-29 04:00,75.20,24.00,94.14,0.00,null
SBVT,2010-11-29 05:00,73.40,23.00,94.10,4.00,null
SBVT,2010-11-29 06:00,73.58,23.10,90.16,4.00,null
SBVT,2010-11-29 07:00,73.40,23.00,83.21,4.00,null
SBVT,2010-11-29 08:00,73.40,23.00,78.19,4.00,null
SBVT,2010-11-29 09:00,77.00,25.00,73.78,5.00,null
SBVT,2010-11-29 10:00,82.40,28.00,61.81,7.00,null
SBVT,2010-11-29 11:00,84.20,29.00,58.32,14.00,null
SBVT,2010-11-29 12:00,86.72,30.40,55.83,12.00,null
SBVT,2010-11-29 13:00,87.80,31.00,55.29,14.00,null
SBVT,2010-11-29 14:00,89.60,32.00,49.10,12.00,null
SBVT,2010-11-29 15:00,89.60,32.00,55.53,10.00,null
SBVT,2010-11-29 16:00,87.80,31.00,62.47,15.00,null
SBVT,2010-11-29 17:00,87.80,31.00,58.78,22.00,null
SBVT,2010-11-29 18:00,86.00,30.00,63.01,25.00,null
SBVT,2010-11-29 19:00,84.20,29.00,70.08,20.00,null
SBVT,2010-11-29 20:00,82.40,28.00,69.90,26.00,null
SBVT,2010-11-29 21:00,80.60,27.00,78.76,20.00,null
SBVT,2010-11-29 22:00,78.80,26.00,83.55,20.00,null
SBVT,2010-11-29 23:00,78.80,26.00,78.62,15.00,null
SBVT,2010-11-30 00:00,77.36,25.20,85.00,10.00,null
SBVT,2010-11-30 01:00,77.00,25.00,83.44,8.00,null
SBVT,2010-11-30 02:00,77.00,25.00,83.44,10.00,null
SBVT,2010-11-30 03:00,77.00,25.00,83.44,11.00,null
SBVT,2010-11-30 04:00,77.00,25.00,83.44,12.00,null
SBVT,2010-11-30 05:00,75.20,24.00,88.59,8.00,null
SBVT,2010-11-30 06:00,75.20,24.00,86.45,10.00,null
SBVT,2010-11-30 07:00,75.20,24.00,88.59,7.00,null
SBVT,2010-11-30 08:00,73.40,23.00,94.10,8.00,null
SBVT,2010-11-30 09:00,78.80,26.00,78.62,10.00,null
SBVT,2010-11-30 10:00,78.80,26.00,78.62,12.00,null
SBVT,2010-11-30 11:00,82.40,28.00,74.28,16.00,null
SBVT,2010-11-30 12:00,86.90,30.50,57.95,10.00,null
SBVT,2010-11-30 13:00,84.20,29.00,70.08,16.00,null
SBVT,2010-11-30 14:00,87.80,31.00,62.47,10.00,null
SBVT,2010-11-30 15:00,86.00,30.00,62.25,15.00,null
SBVT,2010-11-30 16:00,86.00,30.00,62.25,22.00,null
SBVT,2010-11-30 17:00,86.00,30.00,62.25,24.00,null
SBVT,2010-11-30 18:00,85.28,29.60,66.07,25.00,null
SBVT,2010-11-30 19:00,84.20,29.00,70.08,20.00,null
SBVT,2010-11-30 20:00,82.40,28.00,74.28,22.00,null
SBVT,2010-11-30 21:00,78.80,26.00,83.55,22.00,null
SBVT,2010-11-30 22:00,78.80,26.00,83.55,11.00,null
SBVT,2010-11-30 23:00,78.80,26.00,83.55,6.00,null
SBVT,2010-12-01 00:00,78.80,26.00,83.55,11.00,0.00
SBVT,2010-12-01 01:00,78.80,26.00,83.55,5.00,0.00
SBVT,2010-12-01 02:00,78.80,26.00,83.55,6.00,0.00
SBVT,2010-12-01 03:00,78.80,26.00,83.55,10.00,0.00
SBVT,2010-12-01 04:00,78.80,26.00,83.55,12.00,0.00
SBVT,2010-12-01 05:00,78.80,26.00,78.62,14.00,0.00
SBVT,2010-12-01 06:00,78.80,26.00,78.62,16.00,0.00
SBVT,2010-12-01 07:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-01 08:00,77.00,25.00,83.44,8.00,0.00
SBVT,2010-12-01 09:00,78.80,26.00,78.62,6.00,0.00
SBVT,2010-12-01 10:00,82.40,28.00,69.90,12.00,0.00
SBVT,2010-12-01 11:00,84.20,29.00,65.95,10.00,0.00
SBVT,2010-12-01 12:00,86.00,30.00,62.25,14.00,0.00
SBVT,2010-12-01 13:00,86.00,30.00,58.55,13.00,0.00
SBVT,2010-12-01 14:00,89.60,32.00,55.53,11.00,0.00
SBVT,2010-12-01 15:00,89.60,32.00,62.68,18.00,0.00
SBVT,2010-12-01 16:00,89.60,32.00,62.68,20.00,0.00
SBVT,2010-12-01 17:00,87.80,31.00,66.35,20.00,0.00
SBVT,2010-12-01 18:00,86.00,30.00,70.27,22.00,0.00
SBVT,2010-12-01 19:00,84.20,29.00,70.08,16.00,0.00
SBVT,2010-12-01 20:00,80.60,27.00,78.76,22.00,0.00
SBVT,2010-12-01 21:00,80.60,27.00,74.11,18.00,0.00
SBVT,2010-12-01 22:00,78.80,26.00,78.62,10.00,0.00
SBVT,2010-12-01 23:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-02 00:00,78.80,26.00,78.62,5.00,0.00
SBVT,2010-12-02 01:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-02 02:00,77.00,25.00,88.67,8.00,0.00
SBVT,2010-12-02 03:00,77.00,25.00,88.67,5.00,0.00
SBVT,2010-12-02 04:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-02 05:00,77.00,25.00,88.67,3.00,0.00
SBVT,2010-12-02 06:00,77.00,25.00,88.67,3.00,0.00
SBVT,2010-12-02 07:00,77.00,25.00,88.67,6.00,0.00
SBVT,2010-12-02 08:00,77.00,25.00,88.67,4.00,0.00
SBVT,2010-12-02 09:00,78.80,26.00,78.62,0.00,0.00
SBVT,2010-12-02 10:00,80.60,27.00,78.76,14.00,0.00
SBVT,2010-12-02 11:00,84.20,29.00,65.95,18.00,0.00
SBVT,2010-12-02 12:00,86.00,30.00,62.25,9.00,0.00
SBVT,2010-12-02 13:00,89.60,32.00,52.23,14.00,0.00
SBVT,2010-12-02 14:00,89.60,32.00,52.23,12.00,0.00
SBVT,2010-12-02 15:00,87.80,31.00,66.35,16.00,0.00
SBVT,2010-12-02 16:00,87.80,31.00,58.78,20.00,0.00
SBVT,2010-12-02 17:00,87.80,31.00,58.78,20.00,0.00
SBVT,2010-12-02 18:00,87.80,31.00,58.78,20.00,0.00
SBVT,2010-12-02 18:22,86.00,30.00,62.25,20.00,null
SBVT,2010-12-02 19:00,84.20,29.00,65.95,17.00,0.00
SBVT,2010-12-02 19:08,82.40,28.00,74.28,20.00,null
SBVT,2010-12-02 20:00,80.60,27.00,74.11,22.00,0.00
SBVT,2010-12-02 21:00,78.80,26.00,78.62,18.00,0.00
SBVT,2010-12-02 22:00,78.80,26.00,78.62,18.00,0.00
SBVT,2010-12-02 23:00,78.80,26.00,78.62,9.00,0.00
SBVT,2010-12-03 00:00,78.80,26.00,78.62,6.00,0.00
SBVT,2010-12-03 01:00,77.00,25.00,83.44,5.00,0.00
SBVT,2010-12-03 02:00,77.00,25.00,83.44,6.00,0.00
SBVT,2010-12-03 03:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-03 04:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-03 05:00,77.00,25.00,78.48,12.00,0.00
SBVT,2010-12-03 06:00,75.20,24.00,88.59,8.00,0.00
SBVT,2010-12-03 07:00,77.00,25.00,78.48,8.00,0.00
SBVT,2010-12-03 08:00,75.20,24.00,83.32,8.00,0.00
SBVT,2010-12-03 09:00,78.80,26.00,73.95,10.00,0.00
SBVT,2010-12-03 10:00,78.80,26.00,73.95,8.00,0.00
SBVT,2010-12-03 11:00,82.40,28.00,61.81,12.00,0.00
SBVT,2010-12-03 12:00,84.20,29.00,58.32,14.00,0.00
SBVT,2010-12-03 13:00,87.80,31.00,51.98,16.00,0.00
SBVT,2010-12-03 14:00,89.60,32.00,52.23,15.00,0.00
SBVT,2010-12-03 15:00,89.60,32.00,52.23,18.00,0.00
SBVT,2010-12-03 16:00,91.40,33.00,49.36,20.00,null
SBVT,2010-12-03 17:00,91.40,33.00,49.36,14.00,0.00
SBVT,2010-12-03 18:00,86.00,30.00,62.25,20.00,0.00
SBVT,2010-12-03 19:00,82.40,28.00,69.90,20.00,0.00
SBVT,2010-12-03 20:00,82.40,28.00,69.90,22.00,0.00
SBVT,2010-12-03 21:00,80.60,27.00,69.71,18.00,0.00
SBVT,2010-12-03 22:00,78.80,26.00,73.95,17.00,0.00
SBVT,2010-12-03 23:00,80.60,27.00,69.71,18.00,0.00
SBVT,2010-12-04 00:00,78.80,26.00,69.52,17.00,0.00
SBVT,2010-12-04 01:00,77.00,25.00,73.78,15.00,0.00
SBVT,2010-12-04 02:00,77.00,25.00,78.48,14.00,0.00
SBVT,2010-12-04 03:00,77.00,25.00,73.78,16.00,0.00
SBVT,2010-12-04 04:00,77.00,25.00,73.78,0.00,0.00
SBVT,2010-12-04 05:00,77.00,25.00,73.78,12.00,0.00
SBVT,2010-12-04 06:00,77.00,25.00,69.33,6.00,0.00
SBVT,2010-12-04 07:00,77.00,25.00,69.33,6.00,0.00
SBVT,2010-12-04 08:00,77.00,25.00,69.33,10.00,0.00
SBVT,2010-12-04 09:00,77.00,25.00,65.12,10.00,0.00
SBVT,2010-12-04 10:00,78.80,26.00,65.33,18.00,0.00
SBVT,2010-12-04 11:00,80.60,27.00,61.58,16.00,0.00
SBVT,2010-12-04 12:00,84.20,29.00,54.80,10.00,0.00
SBVT,2010-12-04 13:00,87.80,31.00,51.98,10.00,0.00
SBVT,2010-12-04 14:00,87.80,31.00,58.78,10.00,0.00
SBVT,2010-12-04 15:00,89.60,32.00,49.10,16.00,0.00
SBVT,2010-12-04 16:00,89.60,32.00,49.10,14.00,0.00
SBVT,2010-12-04 17:00,86.00,30.00,58.55,16.00,0.00
SBVT,2010-12-04 18:00,87.80,31.00,55.29,14.00,0.00
SBVT,2010-12-04 19:00,86.00,30.00,62.25,16.00,0.00
SBVT,2010-12-04 20:00,80.60,27.00,74.11,14.00,0.00
SBVT,2010-12-04 21:00,78.80,26.00,78.62,16.00,0.00
SBVT,2010-12-04 22:00,78.80,26.00,78.62,14.00,0.00
SBVT,2010-12-04 23:00,78.80,26.00,73.95,10.00,0.00
SBVT,2010-12-05 00:00,77.00,25.00,78.48,12.00,0.00
SBVT,2010-12-05 01:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-05 02:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-05 03:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-05 04:00,77.00,25.00,73.78,2.00,0.00
SBVT,2010-12-05 05:00,77.00,25.00,73.78,2.00,0.00
SBVT,2010-12-05 06:00,77.00,25.00,73.78,4.00,0.00
SBVT,2010-12-05 07:00,77.00,25.00,78.48,6.00,0.00
SBVT,2010-12-05 08:00,75.20,24.00,83.32,4.00,0.00
SBVT,2010-12-05 09:00,77.00,25.00,78.48,14.00,0.00
SBVT,2010-12-05 10:00,82.40,28.00,61.81,20.00,0.00
SBVT,2010-12-05 11:00,84.20,29.00,54.80,16.00,0.00
SBVT,2010-12-05 12:00,86.00,30.00,51.72,20.00,0.00
SBVT,2010-12-05 13:00,89.60,32.00,46.14,18.00,0.00
SBVT,2010-12-05 14:00,91.40,33.00,43.61,18.00,0.00
SBVT,2010-12-05 15:00,89.60,32.00,52.23,17.00,0.00
SBVT,2010-12-05 16:00,89.60,32.00,49.10,20.00,0.00
SBVT,2010-12-05 17:00,87.80,31.00,51.98,19.00,0.00
SBVT,2010-12-05 18:00,86.90,30.50,53.16,18.00,null
SBVT,2010-12-05 19:00,84.20,29.00,62.03,22.00,null
SBVT,2010-12-05 20:00,80.60,27.00,69.71,19.00,null
SBVT,2010-12-05 21:00,78.80,26.00,78.62,22.00,null
SBVT,2010-12-05 22:00,77.00,25.00,83.44,20.00,null
SBVT,2010-12-05 23:00,77.00,25.00,83.44,16.00,null
SBVT,2010-12-06 00:00,77.72,25.40,79.99,15.00,null
SBVT,2010-12-06 01:00,77.00,25.00,83.44,12.00,0.00
SBVT,2010-12-06 02:00,77.00,25.00,83.44,10.00,0.00
SBVT,2010-12-06 03:00,77.00,25.00,78.48,10.00,0.00
SBVT,2010-12-06 04:00,77.00,25.00,78.48,4.00,0.00
SBVT,2010-12-06 05:00,77.00,25.00,78.48,8.00,0.00
SBVT,2010-12-06 06:00,77.00,25.00,78.48,2.00,0.00
SBVT,2010-12-06 07:00,77.00,25.00,73.78,4.00,0.00
SBVT,2010-12-06 08:00,77.00,25.00,73.78,4.00,0.00
SBVT,2010-12-06 09:00,78.80,26.00,73.95,6.00,0.00
SBVT,2010-12-06 10:00,82.40,28.00,65.74,4.00,0.00
SBVT,2010-12-06 11:00,82.40,28.00,65.74,4.00,0.00
SBVT,2010-12-06 12:00,86.00,30.00,55.04,5.00,0.00
SBVT,2010-12-06 13:00,89.60,32.00,52.23,6.00,0.00
SBVT,2010-12-06 14:00,89.60,32.00,52.23,12.00,0.00
SBVT,2010-12-06 15:00,91.40,33.00,52.48,12.00,0.00
SBVT,2010-12-06 16:00,87.80,31.00,62.47,12.00,0.00
SBVT,2010-12-06 17:00,84.20,29.00,70.08,10.00,0.00
SBVT,2010-12-06 18:00,82.40,28.00,74.28,10.00,0.00
SBVT,2010-12-06 19:00,80.60,27.00,78.76,8.00,0.00
SBVT,2010-12-06 20:00,80.60,27.00,83.66,8.00,0.00
SBVT,2010-12-06 21:00,78.80,26.00,88.75,6.00,0.00
SBVT,2010-12-06 22:00,78.80,26.00,88.75,5.00,0.00
SBVT,2010-12-06 23:00,78.80,26.00,88.75,6.00,0.00
SBVT,2010-12-07 00:00,78.80,26.00,83.55,4.00,0.00
SBVT,2010-12-07 01:00,77.00,25.00,94.19,6.00,0.00
SBVT,2010-12-07 02:00,78.80,26.00,83.55,2.00,0.00
SBVT,2010-12-07 03:00,77.00,25.00,94.19,3.00,0.00
SBVT,2010-12-07 04:00,78.80,26.00,94.23,4.00,0.00
SBVT,2010-12-07 05:00,78.80,26.00,88.75,6.00,0.00
SBVT,2010-12-07 06:00,77.00,25.00,94.19,5.00,0.00
SBVT,2010-12-07 07:00,77.00,25.00,94.19,4.00,0.00
SBVT,2010-12-07 08:00,78.80,26.00,88.75,4.00,0.00
SBVT,2010-12-07 09:00,78.80,26.00,88.75,6.00,0.00
SBVT,2010-12-07 10:00,82.40,28.00,74.28,10.00,0.00
SBVT,2010-12-07 11:00,84.20,29.00,70.08,10.00,0.00
SBVT,2010-12-07 12:00,84.20,29.00,70.08,8.00,0.00
SBVT,2010-12-07 13:00,89.60,32.00,55.53,8.00,0.00
SBVT,2010-12-07 14:00,87.80,31.00,62.47,14.00,0.00
SBVT,2010-12-07 15:00,84.20,29.00,70.08,12.00,0.00
SBVT,2010-12-07 16:00,86.00,30.00,66.15,14.00,0.00
SBVT,2010-12-07 17:00,87.80,31.00,62.47,16.00,0.00
SBVT,2010-12-07 18:00,86.00,30.00,66.15,18.00,0.00
SBVT,2010-12-07 19:00,82.40,28.00,74.28,20.00,0.00
SBVT,2010-12-07 20:00,80.60,27.00,83.66,18.00,0.00
SBVT,2010-12-07 21:00,78.80,26.00,83.55,22.00,0.00
SBVT,2010-12-07 22:00,78.80,26.00,83.55,15.00,0.00
SBVT,2010-12-07 23:00,78.80,26.00,83.55,12.00,0.00
SBVT,2010-12-08 00:00,78.80,26.00,88.75,8.00,0.00
SBVT,2010-12-08 01:00,77.00,25.00,94.19,10.00,0.00
SBVT,2010-12-08 02:00,75.20,24.00,88.59,14.00,0.00
SBVT,2010-12-08 03:00,75.20,24.00,94.14,10.00,0.00
SBVT,2010-12-08 04:00,75.20,24.00,88.59,10.00,0.00
SBVT,2010-12-08 05:00,73.40,23.00,94.10,10.00,0.00
SBVT,2010-12-08 06:00,75.20,24.00,88.59,4.00,0.00
SBVT,2010-12-08 07:00,75.20,24.00,88.59,2.00,0.00
SBVT,2010-12-08 08:00,75.20,24.00,94.14,8.00,0.00
SBVT,2010-12-08 09:00,77.00,25.00,88.67,10.00,0.00
SBVT,2010-12-08 10:00,78.80,26.00,83.55,10.00,0.00
SBVT,2010-12-08 11:00,80.60,27.00,74.11,14.00,0.00
SBVT,2010-12-08 12:00,82.40,28.00,74.28,10.00,0.00
SBVT,2010-12-08 13:00,84.20,29.00,70.08,14.00,0.00
SBVT,2010-12-08 14:00,86.00,30.00,66.15,14.00,0.00
SBVT,2010-12-08 15:00,89.60,32.00,59.01,14.00,0.00
SBVT,2010-12-08 16:00,93.20,34.00,52.73,14.00,0.00
SBVT,2010-12-08 17:00,93.20,34.00,52.73,15.00,0.00
SBVT,2010-12-08 18:00,93.20,34.00,52.73,10.00,0.00
SBVT,2010-12-08 19:00,91.40,33.00,59.24,15.00,0.00
SBVT,2010-12-08 20:00,84.20,29.00,74.44,16.00,0.00
SBVT,2010-12-08 21:00,80.60,27.00,83.66,15.00,0.00
SBVT,2010-12-08 22:00,80.60,27.00,83.66,14.00,0.00
SBVT,2010-12-08 23:00,78.80,26.00,88.75,13.00,0.00
SBVT,2010-12-09 00:00,78.80,26.00,88.75,10.00,0.00
SBVT,2010-12-09 01:00,78.80,26.00,88.75,12.00,0.00
SBVT,2010-12-09 02:00,78.80,26.00,88.75,10.00,0.00
SBVT,2010-12-09 03:00,78.80,26.00,94.23,5.00,0.00
SBVT,2010-12-09 04:00,78.80,26.00,94.23,6.00,0.00
SBVT,2010-12-09 05:00,78.80,26.00,94.23,6.00,0.00
SBVT,2010-12-09 06:00,78.80,26.00,94.23,3.00,0.00
SBVT,2010-12-09 07:00,78.80,26.00,88.75,4.00,0.00
SBVT,2010-12-09 08:00,78.80,26.00,94.23,0.00,0.00
SBVT,2010-12-09 09:00,77.00,25.00,94.19,3.00,0.00
SBVT,2010-12-09 10:00,80.60,27.00,88.83,4.00,0.00
SBVT,2010-12-09 11:00,84.20,29.00,74.44,7.00,0.00
SBVT,2010-12-09 12:00,84.20,29.00,74.44,10.00,0.00
SBVT,2010-12-09 13:00,82.40,28.00,78.90,13.00,0.00
SBVT,2010-12-09 14:00,84.20,29.00,70.08,14.00,0.00
SBVT,2010-12-09 15:00,86.00,30.00,66.15,14.00,0.00
SBVT,2010-12-09 16:00,87.80,31.00,66.35,14.00,0.00
SBVT,2010-12-09 17:00,86.00,30.00,66.15,16.00,0.00
SBVT,2010-12-09 18:00,84.20,29.00,70.08,14.00,0.00
SBVT,2010-12-09 19:00,84.20,29.00,65.95,14.00,0.00
SBVT,2010-12-09 20:00,82.40,28.00,69.90,18.00,0.00
SBVT,2010-12-09 21:00,80.60,27.00,74.11,14.00,0.00
SBVT,2010-12-09 22:00,78.80,26.00,83.55,14.00,0.00
